case_id,mesh,operator,model,layer,seq_len,M,N,K,logical_M,logical_N,logical_K,runtime_M,runtime_N,runtime_K,padding_M,padding_N,padding_K,flops,logical_flops,runtime_flops,runtime_flops_over_logical_flops,rank_flops,collective_bytes,logical_collective_bytes,runtime_collective_bytes,theory_time,theory_naive_time,theory_speedup,theory_algorithm,theory_Px,theory_Py,rank_N,rank_K,Tm,Tn,Tk,algorithmic_theory_time,algorithmic_theory_naive_time,algorithmic_theory_speedup,theory_model,theory_attainment_rate,theory_boundary_waves,segment_bytes,segmented_comm_efficiency,topology_efficiency,core_schedule_efficiency,wave_fill_efficiency,split_k_penalty,fanout_penalty,spatial_penalty,t10_contention_tail,t11_contention_tail,intra_pm,intra_pn,intra_pk,active_cores,intra_k_waves,intra_compute_efficiency,intra_spatial_utilization,a_broadcast_bytes,b_broadcast_bytes,reduction_bytes,local_transport_bytes,hbm_traffic_model,hbm_bytes_per_die,hbm_cycles,tile_M,tile_N,tile_K,Qfull,q_window,tile_live_bytes,sram_capacity_bytes,T00_cycles,T10_cycles,T01_cycles,T11_cycles,T00_time,T10_time,T01_time,T11_time,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,synergy,congestion_factor,normal_cycles,congested_upper_bound_cycles,estimate_source,T11_source,T00_T10_T01_source,schedule_source,status,error
6x6_gemm_rs_gpt_3_175b_attention_s36864,6x6,GEMM_RS,GPT-3-175B,attention,36864,36864,12384,1024,36864,12288,36864,36864,12288,36864,0,0,0,33397665693696,33397665693696,33397665693696,1.0078125,927712935936,880803840.0,880803840.0,880803840.0,0.035389937777777776,0.174258388992,4.923952963303066,1d_ring,,,12288,1024,288,24,4,0.007247757312,0.119404756992,16.474717881944443,flashoverlap_wave_schedule_contention,0.813152501273267,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8156785714285715,0.9642857142857143,0.0,0.012,0.0,0.022868183735758118,0.02541814123043716,2,8,1,16,4,0.92,1.0,3170893824,1811939328,0,4982833152,fused_boundary_tile_replay_v1,9059696640,35389440.0,128,512,256,6912,8,1703936,3145728,174258389,170939636,46827142,43521895,0.174258389,0.170939636,0.046827142,0.043521895,1.0194147658065682,1.0759444642748208,3.721311648701516,3.927669877426063,4.003924668261803,1.0554530897181247,1.33,43521895,57884120,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_gpt_3_175b_attention_s147456,6x6,GEMM_RS,GPT-3-175B,attention,147456,147456,12384,1024,147456,12288,36864,147456,12288,36864,0,0,0,133590662774784,133590662774784,133590662774784,1.0078125,3710851743744,3523215360.0,3523215360.0,3523215360.0,0.14155825777777778,0.697033555968,4.924004907309775,1d_ring,,,12288,1024,1152,24,4,0.028991029248,0.477619027968,16.474717881944443,flashoverlap_wave_schedule_contention,0.8148683704245663,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8174036697247706,0.9908256880733946,0.0,0.012,0.0,0.022868183735758118,0.025425370339818405,2,8,1,16,4,0.92,1.0,12683575296,7247757312,0,19931332608,fused_boundary_tile_replay_v1,36238786560,141557760.0,128,512,256,27648,8,1703936,3145728,697033556,683756245,186942306,173719171,0.697033556,0.683756245,0.186942306,0.173719171,1.0194181933943434,1.0761178799316282,3.7286025347306886,3.9359861151996864,4.012415854782084,1.05561965335197,1.33,173719171,231046498,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_gpt_3_175b_mlp_s36864,6x6,GEMM_RS,GPT-3-175B,mlp,36864,36864,12384,1366,36864,12288,49152,36864,12288,55296,0,0,6144,44530220924928,44530220924928,50096498540544,1.0083045959472656,1391569403904,880803840.0,880803840.0,880803840.0,0.05308465777777777,0.24993516748800002,4.708237331665111,1d_ring,,,12288,1536,288,24,6,0.010871635968,0.177386815488,16.316478587962962,flashoverlap_wave_schedule_contention,0.8140681088894103,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8156785714285715,0.9642857142857143,0.0,0.012,0.0,0.02260164090848178,0.024278760820291442,2,8,1,16,6,0.92,1.0,3170893824,1811939328,0,4982833152,fused_boundary_tile_replay_v1,13589544960,53084160.0,128,512,256,6912,8,1703936,3145728,249935167,246615003,68520393,65209111,0.249935167,0.246615003,0.068520393,0.065209111,1.01346294410158,1.0507794378610682,3.6476026487472133,3.7819102149698067,3.83282586079114,1.0368207776877019,1.33,65209111,86728118,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_gpt_3_175b_mlp_s147456,6x6,GEMM_RS,GPT-3-175B,mlp,147456,147456,12384,1366,147456,12288,49152,147456,12288,55296,0,0,6144,178120883699712,178120883699712,200385994162176,1.0083045959472656,5566277615616,3523215360.0,3523215360.0,3523215360.0,0.2123371377777778,0.9997406699520001,4.708270443949764,1d_ring,,,12288,1536,1152,24,6,0.043486543872,0.709547261952,16.316478587962962,flashoverlap_wave_schedule_contention,0.8157875255092065,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8174036697247706,0.9908256880733946,0.0,0.012,0.0,0.02260164090848178,0.024283580226545608,2,8,1,16,6,0.92,1.0,12683575296,7247757312,0,19931332608,fused_boundary_tile_replay_v1,54358179840,212336640.0,128,512,256,27648,8,1703936,3145728,999740670,986457712,273532179,260284855,0.99974067,0.986457712,0.273532179,0.260284855,1.0134653090937566,1.0508954852559516,3.654928914232062,3.7899159057871423,3.840948294897911,1.0369328637362685,1.33,260284855,346178857,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_3_8b_attention_s36864,6x6,GEMM_RS,LLaMA-3-8B,attention,36864,36864,4176,171,36864,4096,6144,36864,4096,9216,0,0,3072,1855425871872,1855425871872,2783138807808,1.0215225219726562,77309411328,293601280.0,293601280.0,293601280.0,0.006488561777777778,0.020247740416000002,3.1205282633425906,2d_row_column,6,6,4096,256,288,8,1,0.000603979776,0.010810556415999999,17.89887152777778,flashoverlap_wave_schedule_contention,0.8064659904108725,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8115,0.9,0.0,0.012,0.0,0.024588036842735472,0.02818296494735824,2,8,1,16,1,0.92,1.0,1056964608,603979776,0,1660944384,fused_boundary_tile_replay_v1,754974720,2949120.0,128,512,256,2304,8,1703936,3145728,20247740,19145037,9142030,8045673,0.02024774,0.019145037,0.00914203,0.008045673,1.0575973292712884,1.1362666615956178,2.2147969324099788,2.379544507960987,2.5165999165017023,1.0743849574379454,1.33,8045673,10700745,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_3_8b_attention_s147456,6x6,GEMM_RS,LLaMA-3-8B,attention,147456,147456,4176,171,147456,4096,6144,147456,4096,9216,0,0,3072,7421703487488,7421703487488,11132555231232,1.0215225219726562,309237645312,1174405120.0,1174405120.0,1174405120.0,0.025952753777777775,0.08099096166400001,3.120707819967416,2d_row_column,6,6,4096,256,1152,8,1,0.002415919104,0.043242225663999996,17.89887152777778,flashoverlap_wave_schedule_contention,0.8111552195517503,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8162432432432433,0.972972972972973,0.0,0.012,0.0,0.024588036842735472,0.028219104573617967,2,8,1,16,1,0.92,1.0,4227858432,2415919104,0,6643777536,fused_boundary_tile_replay_v1,3019898880,11796480.0,128,512,256,9216,8,1703936,3145728,80990962,76577848,36382278,31994806,0.080990962,0.076577848,0.036382278,0.031994806,1.0576291201079455,1.1371307580361638,2.2261102507105246,2.39344623624222,2.5313784368625334,1.075169675661071,1.33,31994806,42553092,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_3_8b_mlp_s36864,6x6,GEMM_RS,LLaMA-3-8B,mlp,36864,36864,4176,399,36864,4096,14336,36864,4096,18432,0,0,4096,4329327034368,4329327034368,5566277615616,1.0215225219726562,154618822656,293601280.0,293601280.0,293601280.0,0.006488561777777778,0.032860536832,5.0643791270573635,1d_ring,,,4096,512,288,8,2,0.001207959552,0.020474232832,16.94943576388889,flashoverlap_wave_schedule_contention,0.8064660111031918,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8115,0.9,0.0,0.012,0.0,0.023558752140960156,0.02818296494735824,2,8,1,16,2,0.92,1.0,1056964608,603979776,0,1660944384,fused_boundary_tile_replay_v1,1509949440,5898240.0,128,512,256,2304,8,1703936,3145728,32860537,31756016,9142030,8045673,0.032860537,0.031756016,0.00914203,0.008045673,1.0347814725877453,1.1362666615956178,3.5944464194495094,3.9469682648051942,4.084249633312217,1.0980740298278457,1.33,8045673,10700745,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_3_8b_mlp_s147456,6x6,GEMM_RS,LLaMA-3-8B,mlp,147456,147456,4176,399,147456,4096,14336,147456,4096,18432,0,0,4096,17317308137472,17317308137472,22265110462464,1.0215225219726562,618475290624,1174405120.0,1174405120.0,1174405120.0,0.025952753777777775,0.131442147328,5.064670533750767,1d_ring,,,4096,512,1152,8,2,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.8111552141624305,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8162432432432433,0.972972972972973,0.0,0.012,0.0,0.023558752140960156,0.028219104573617967,2,8,1,16,2,0.92,1.0,4227858432,2415919104,0,6643777536,fused_boundary_tile_replay_v1,6039797760,23592960.0,128,512,256,9216,8,1703936,3145728,131442147,127021765,36382278,31994806,0.131442147,0.127021765,0.036382278,0.031994806,1.0348001934943984,1.1371307580361638,3.6128069550785136,3.9700745489752305,4.108233911466755,1.098889201205314,1.33,31994806,42553092,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_3_1_405b_attention_s36864,6x6,GEMM_RS,LLaMA-3.1-405B,attention,36864,36864,16416,512,36864,16384,18432,36864,16384,18432,0,0,0,22265110462464,22265110462464,22265110462464,1.001953125,618475290624,1174405120.0,1174405120.0,1174405120.0,0.025952753777777775,0.131442147328,5.064670533750767,1d_ring,,,16384,512,288,32,2,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.8111552141624305,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8162432432432433,0.972972972972973,0.0,0.012,0.0,0.023558752140960156,0.028219104573617967,2,8,1,16,2,0.92,1.0,4227858432,2415919104,0,6643777536,fused_boundary_tile_replay_v1,6039797760,23592960.0,128,512,256,9216,8,1703936,3145728,131442147,127021765,36382278,31994806,0.131442147,0.127021765,0.036382278,0.031994806,1.0348001934943984,1.1371307580361638,3.6128069550785136,3.9700745489752305,4.108233911466755,1.098889201205314,1.33,31994806,42553092,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_3_1_405b_attention_s147456,6x6,GEMM_RS,LLaMA-3.1-405B,attention,147456,147456,16416,512,147456,16384,18432,147456,16384,18432,0,0,0,89060441849856,89060441849856,89060441849856,1.001953125,2473901162496,4697620480.0,4697620480.0,4697620480.0,0.10380952177777777,0.525768589312,5.06474339066409,1d_ring,,,16384,512,1152,32,2,0.019327352832,0.327587725312,16.94943576388889,flashoverlap_wave_schedule_contention,0.8124485322610622,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8175517241379311,0.993103448275862,0.0,0.012,0.0,0.023558752140960156,0.02822907412568961,2,8,1,16,2,0.92,1.0,16911433728,9663676416,0,26575110144,fused_boundary_tile_replay_v1,24159191040,94371840.0,128,512,256,36864,8,1703936,3145728,525768589,508084760,145325562,127773659,0.525768589,0.50808476,0.145325562,0.127773659,1.0348048797999767,1.1373671470111066,3.617867233845619,3.976443689383584,4.114843334023956,1.0991126628925008,1.33,127773659,169938966,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_3_1_405b_mlp_s36864,6x6,GEMM_RS,LLaMA-3.1-405B,mlp,36864,36864,16416,1480,36864,16384,53248,36864,16384,55296,0,0,2048,64321430224896,64321430224896,66795331387392,1.0025552602914662,1855425871872,1174405120.0,1174405120.0,1174405120.0,0.07077937777777778,0.333246889984,4.708248369041579,1d_ring,,,16384,1536,288,32,6,0.014495514624,0.23651575398400002,16.316478587962965,flashoverlap_wave_schedule_contention,0.8146309298261226,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8162432432432433,0.972972972972973,0.0,0.012,0.0,0.02260164090848178,0.02428033834365992,2,8,1,16,6,0.92,1.0,4227858432,2415919104,0,6643777536,fused_boundary_tile_replay_v1,18119393280,70778880.0,128,512,256,9216,8,1703936,3145728,333246890,328819748,91300495,86885208,0.33324689,0.328819748,0.091300495,0.086885208,1.0134637351525493,1.050817476318869,3.650000911824191,3.784530826006655,3.8354847467246667,1.0368575015273704,1.33,86885208,115557327,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_llama_3_1_405b_mlp_s147456,6x6,GEMM_RS,LLaMA-3.1-405B,mlp,147456,147456,16416,1480,147456,16384,53248,147456,16384,55296,0,0,2048,257285720899584,257285720899584,267181325549568,1.0025552602914662,7421703487488,4697620480.0,4697620480.0,4697620480.0,0.2831160177777778,1.332987559936,4.708273203327841,1d_ring,,,16384,1536,1152,32,6,0.057982058496,0.9460630159360001,16.316478587962965,flashoverlap_wave_schedule_contention,0.8159350911835734,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8175517241379311,0.993103448275862,0.0,0.012,0.0,0.02260164090848178,0.02428399384608619,2,8,1,16,6,0.92,1.0,16911433728,9663676416,0,26575110144,fused_boundary_tile_replay_v1,72477573120,283115520.0,128,512,256,36864,8,1703936,3145728,1332987560,1315276694,364646848,346983505,1.33298756,1.315276694,0.364646848,0.346983505,1.0134655058367514,1.050905425605174,3.6555576095367757,3.7906029394682608,3.8416453254744773,1.0369424707134072,1.33,346983505,461488062,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_mixtral_8x7b_single_expert_attention_s36864,6x6,GEMM_RS,Mixtral-8x7B-single-expert,attention,36864,36864,4176,171,36864,4096,6144,36864,4096,9216,0,0,3072,1855425871872,1855425871872,2783138807808,1.0215225219726562,77309411328,293601280.0,293601280.0,293601280.0,0.006488561777777778,0.020247740416000002,3.1205282633425906,2d_row_column,6,6,4096,256,288,8,1,0.000603979776,0.010810556415999999,17.89887152777778,flashoverlap_wave_schedule_contention,0.8064659904108725,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8115,0.9,0.0,0.012,0.0,0.024588036842735472,0.02818296494735824,2,8,1,16,1,0.92,1.0,1056964608,603979776,0,1660944384,fused_boundary_tile_replay_v1,754974720,2949120.0,128,512,256,2304,8,1703936,3145728,20247740,19145037,9142030,8045673,0.02024774,0.019145037,0.00914203,0.008045673,1.0575973292712884,1.1362666615956178,2.2147969324099788,2.379544507960987,2.5165999165017023,1.0743849574379454,1.33,8045673,10700745,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_mixtral_8x7b_single_expert_attention_s147456,6x6,GEMM_RS,Mixtral-8x7B-single-expert,attention,147456,147456,4176,171,147456,4096,6144,147456,4096,9216,0,0,3072,7421703487488,7421703487488,11132555231232,1.0215225219726562,309237645312,1174405120.0,1174405120.0,1174405120.0,0.025952753777777775,0.08099096166400001,3.120707819967416,2d_row_column,6,6,4096,256,1152,8,1,0.002415919104,0.043242225663999996,17.89887152777778,flashoverlap_wave_schedule_contention,0.8111552195517503,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8162432432432433,0.972972972972973,0.0,0.012,0.0,0.024588036842735472,0.028219104573617967,2,8,1,16,1,0.92,1.0,4227858432,2415919104,0,6643777536,fused_boundary_tile_replay_v1,3019898880,11796480.0,128,512,256,9216,8,1703936,3145728,80990962,76577848,36382278,31994806,0.080990962,0.076577848,0.036382278,0.031994806,1.0576291201079455,1.1371307580361638,2.2261102507105246,2.39344623624222,2.5313784368625334,1.075169675661071,1.33,31994806,42553092,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_mixtral_8x7b_single_expert_mlp_s36864,6x6,GEMM_RS,Mixtral-8x7B-single-expert,mlp,36864,36864,4176,399,36864,4096,14336,36864,4096,18432,0,0,4096,4329327034368,4329327034368,5566277615616,1.0215225219726562,154618822656,293601280.0,293601280.0,293601280.0,0.006488561777777778,0.032860536832,5.0643791270573635,1d_ring,,,4096,512,288,8,2,0.001207959552,0.020474232832,16.94943576388889,flashoverlap_wave_schedule_contention,0.8064660111031918,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8115,0.9,0.0,0.012,0.0,0.023558752140960156,0.02818296494735824,2,8,1,16,2,0.92,1.0,1056964608,603979776,0,1660944384,fused_boundary_tile_replay_v1,1509949440,5898240.0,128,512,256,2304,8,1703936,3145728,32860537,31756016,9142030,8045673,0.032860537,0.031756016,0.00914203,0.008045673,1.0347814725877453,1.1362666615956178,3.5944464194495094,3.9469682648051942,4.084249633312217,1.0980740298278457,1.33,8045673,10700745,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_mixtral_8x7b_single_expert_mlp_s147456,6x6,GEMM_RS,Mixtral-8x7B-single-expert,mlp,147456,147456,4176,399,147456,4096,14336,147456,4096,18432,0,0,4096,17317308137472,17317308137472,22265110462464,1.0215225219726562,618475290624,1174405120.0,1174405120.0,1174405120.0,0.025952753777777775,0.131442147328,5.064670533750767,1d_ring,,,4096,512,1152,8,2,0.004831838208,0.081896931328,16.94943576388889,flashoverlap_wave_schedule_contention,0.8111552141624305,1,127431.11111111111,0.7491666666666666,0.8671099695241199,0.8162432432432433,0.972972972972973,0.0,0.012,0.0,0.023558752140960156,0.028219104573617967,2,8,1,16,2,0.92,1.0,4227858432,2415919104,0,6643777536,fused_boundary_tile_replay_v1,6039797760,23592960.0,128,512,256,9216,8,1703936,3145728,131442147,127021765,36382278,31994806,0.131442147,0.127021765,0.036382278,0.031994806,1.0348001934943984,1.1371307580361638,3.6128069550785136,3.9700745489752305,4.108233911466755,1.098889201205314,1.33,31994806,42553092,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
6x6_gemm_rs_deepseek_v3_single_routed_expert_mlp_s36864,6x6,GEMM_RS,DeepSeek-V3-single-routed-expert,mlp,36864,36864,7200,57,36864,7168,2048,36864,7168,9216,0,0,7168,1082331758592,1082331758592,4870492913664,1.0064261300223214,135291469824,513802240.0,513802240.0,513802240.0,0.011354609777777778,0.035433545728,3.120630864598038,2d_row_column,6,6,7168,256,288,14,1,0.001056964608,0.018918473728,17.898871527777775,flashoverlap_wave_schedule_contention,0.8041245297030395,1,127431.1111111111,0.7491666666666666,0.8671099695241199,0.8091194029850747,0.9402985074626866,0.0,0.012,0.005,0.024588036842735472,0.028164826749087053,2,8,1,16,1,0.805,0.875,1849688064,1056964608,0,2906652672,fused_boundary_tile_replay_v1,1321205760,5160960.0,128,512,256,4032,8,1703936,3145728,35433546,33503239,16039718,14120462,0.035433546,0.033503239,0.016039718,0.014120462,1.0576155338294306,1.1359201986450584,2.209112778666059,2.3726730046084894,2.5093758263716865,1.0740388754806778,1.33,14120462,18780215,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
